Temp,E,E^2,E^4,M,M^2,M^4
3.970000,-0.1178565979,0.0139081629,0.0001944424,0.0012268066,0.0000022400,0.0000000000
3.980000,-0.1229721069,0.0151356527,0.0002298944,0.0014389038,0.0000028392,0.0000000000
3.990000,-0.1207931519,0.0146049506,0.0002141162,0.0015487671,0.0000029476,0.0000000000
4.000000,-0.1267784119,0.0160853381,0.0002595453,0.0015563965,0.0000034262,0.0000000000
4.010000,-0.1209877014,0.0146533314,0.0002156307,0.0020111084,0.0000057264,0.0000000001
4.020000,-0.1164161682,0.0135707224,0.0001851303,0.0015563965,0.0000028123,0.0000000000
4.030000,-0.1168029785,0.0136652969,0.0001879701,0.0008285522,0.0000009835,0.0000000000
4.040000,-0.1203887939,0.0145030574,0.0002108880,0.0014083862,0.0000029647,0.0000000000
4.050000,-0.1250907898,0.0156667738,0.0002466490,0.0018585205,0.0000044718,0.0000000000
4.060000,-0.1194740295,0.0142930605,0.0002053607,0.0023345947,0.0000069515,0.0000000001
4.070000,-0.1145011902,0.0131339160,0.0001737423,0.0016418457,0.0000058602,0.0000000001
4.080000,-0.1099960327,0.0121341643,0.0001489131,0.0022842407,0.0000087783,0.0000000002
4.090000,-0.1078079224,0.0116386540,0.0001362204,0.0012344360,0.0000028296,0.0000000000
4.100000,-0.1061614990,0.0113066635,0.0001294687,0.0024154663,0.0000072664,0.0000000001
4.110000,-0.1025329590,0.0105340296,0.0001118623,0.0014480591,0.0000032574,0.0000000000
4.120000,-0.1064613342,0.0113611657,0.0001303197,0.0017120361,0.0000077118,0.0000000003
4.130000,-0.1019851685,0.0104100659,0.0001087441,0.0017379761,0.0000034130,0.0000000000
4.140000,-0.1040397644,0.0108446782,0.0001184792,0.0005432129,0.0000007595,0.0000000000
4.150000,-0.1029747009,0.0106156012,0.0001131920,0.0018035889,0.0000044277,0.0000000000
4.160000,-0.1005584717,0.0101246344,0.0001030038,0.0009841919,0.0000013159,0.0000000000
4.170000,-0.0947364807,0.0089876624,0.0000812553,0.0020843506,0.0000048063,0.0000000000
4.180000,-0.0956871033,0.0091788998,0.0000850741,0.0020843506,0.0000058855,0.0000000001
4.190000,-0.0898223877,0.0080783649,0.0000655958,0.0010940552,0.0000017607,0.0000000000
4.200000,-0.0890983582,0.0079545225,0.0000637799,0.0013977051,0.0000028268,0.0000000000
4.210000,-0.0870880127,0.0075988314,0.0000581906,0.0028182983,0.0000096316,0.0000000001
4.220000,-0.0860023499,0.0074037809,0.0000550354,0.0019012451,0.0000049981,0.0000000001
4.230000,-0.0850097656,0.0072373788,0.0000526925,0.0009078979,0.0000013313,0.0000000000
4.240000,-0.0893386841,0.0079954094,0.0000643787,0.0019058228,0.0000045753,0.0000000000
